System Properties:
Operating System:	 Microsoft Windows NT 5.1.2600 Service Pack 2
System User Name:	 hcw
Machine Name:	 RPC354

Data properties:

Recording name:	 Rec 05
Recording date:	 01/04/2009
Recording time:	 11:22:00
Recording resolution:	 1280 x 1024

Export date:	 24/10/2012
Export time:	 12:01:45

Participant:	 P2
Filter settings:

Eye: Average
Validity: Normal
Fixation filter: ClearView fixation filter
Fixation radius: 100
Min duration: 200

Timestamp	DateTimeStamp	DateTimeStampStartOffset	Number	GazePointXLeft	GazePointYLeft	CamXLeft	CamYLeft	DistanceLeft	PupilLeft	ValidityLeft	GazePointXRight	GazePointYRight	CamXRight	CamYRight	DistanceRight	PupilRight	ValidityRight	FixationIndex	GazePointX	GazePointY	Event	EventKey	Data1	Data2	Descriptor	StimuliName	StimuliID	MediaWidth	MediaHeight	MediaPosX	MediaPosY	MappedFixationPointX	MappedFixationPointY	FixationDuration	AoiIds	AoiNames	WebGroupImage	MappedGazeDataPointX	MappedGazeDataPointY	MicroSecondTimestamp	AbsoluteMicroSecondTimestamp	
0																					ImageStart	8	0	0	1970.34med_resized.jpg																	
28	11:22:00.028	00:00:00.027	0	468.9789	510.4155	0.6864908	0.3992177	763.0244	3.604947	0	504.6292	469.6847	0.4628086	0.4090462	756.4103	3.342037	0	0	487	490						1970.34med_resized.jpg	0	1000	659	140	182	337	312	399	0	Content		347	308	27824	3850527392	
48	11:22:00.048	00:00:00.047	1	450.6785	500.8964	0.686398	0.3974093	763.0244	3.639494	0	457.268	539.2926	0.462605	0.4072385	756.4103	3.425679	0	0	454	520						1970.34med_resized.jpg	0	1000	659	140	182	337	312	399	0	Content		314	338	47825	3850547393	
68	11:22:00.068	00:00:00.067	2	472.8306	530.4389	0.6863667	0.3951923	763.0244	3.696979	0	512.4895	407.2521	0.4624953	0.4051429	756.4103	3.366252	0	0	493	469						1970.34med_resized.jpg	0	1000	659	140	182	337	312	399	0	Content		353	287	67695	3850567263	
88	11:22:00.088	00:00:00.087	3	467.489	534.3871	0.6865652	0.3927672	762.3182	3.735781	0	497.2545	396.3987	0.4626274	0.4026658	759.0844	3.413986	0	0	482	465						1970.34med_resized.jpg	0	1000	659	140	182	337	312	399	0	Content		342	283	87736	3850587304	
108	11:22:00.108	00:00:00.107	4	498.6056	546.3025	0.6868963	0.3903067	762.3182	3.764665	0	494.1017	490.8344	0.462826	0.4003312	759.0844	3.311978	0	0	496	519						1970.34med_resized.jpg	0	1000	659	140	182	337	312	399	0	Content		356	337	107600	3850607168	
128	11:22:00.128	00:00:00.127	5	-1280	-1024	0.462916	0.3981654	-1	-1	4	506.2755	463.6754	0.462916	0.3981654	759.0844	3.366948	0	0	506	464						1970.34med_resized.jpg	0	1000	659	140	182	337	312	399	0	Content		366	282	127580	3850627148	
147	11:22:00.147	00:00:00.147	6	465.2634	511.9793	0.6874366	0.3861316	762.3182	3.651371	0	484.5631	491.6674	0.4630437	0.3963166	759.0844	3.484639	0	0	475	502						1970.34med_resized.jpg	0	1000	659	140	182	337	312	399	0	Content		335	320	147450	3850647018	
167	11:22:00.167	00:00:00.167	7	458.9362	497.6304	0.6878473	0.3845913	762.3182	3.763582	0	479.9832	480.2249	0.4632554	0.3947256	759.0844	3.506215	0	0	469	489						1970.34med_resized.jpg	0	1000	659	140	182	337	312	399	0	Content		329	307	167454	3850667022	
187	11:22:00.187	00:00:00.187	8	458.7455	496.5136	0.6881061	0.3833735	762.9566	3.76667	0	478.5399	479.5486	0.4633785	0.3935939	754.8433	3.508482	0	0	469	488						1970.34med_resized.jpg	0	1000	659	140	182	337	312	399	0	Content		329	306	187326	3850686894	
207	11:22:00.207	00:00:00.207	9	417.4373	558.2416	0.6882661	0.3824841	762.9566	4.70855	0	484.7571	489.2616	0.4633569	0.3927182	754.8433	3.386455	0	0	451	524						1970.34med_resized.jpg	0	1000	659	140	182	337	312	399	0	Content		311	342	207325	3850706893	
227	11:22:00.227	00:00:00.227	10	449.3303	457.4061	0.6885044	0.3819822	762.9566	3.994199	0	459.4571	464.4789	0.4633646	0.3920371	754.8433	3.512528	0	0	454	461						1970.34med_resized.jpg	0	1000	659	140	182	337	312	399	0	Content		314	279	227195	3850726763	
247	11:22:00.247	00:00:00.247	11	464.0679	546.7787	0.6885999	0.3814236	762.9566	3.895034	0	468.5898	516.6913	0.4633248	0.3916879	754.8433	3.699775	0	0	466	532						1970.34med_resized.jpg	0	1000	659	140	182	337	312	399	0	Content		326	350	247196	3850746764	
267	11:22:00.267	00:00:00.267	12	441.8908	476.8108	0.6886093	0.3811265	762.9566	3.718626	0	500.5438	524.1395	0.4631156	0.3911915	754.8433	3.439445	0	0	471	500						1970.34med_resized.jpg	0	1000	659	140	182	337	312	399	0	Content		331	318	267076	3850766644	
287	11:22:00.287	00:00:00.287	13	445.8891	520.4971	0.6886817	0.3807174	758.6786	3.573971	0	492.0861	536.9525	0.463016	0.3908482	751.4664	3.538136	0	0	469	529						1970.34med_resized.jpg	0	1000	659	140	182	337	312	399	0	Content		329	347	287073	3850786641	
307	11:22:00.307	00:00:00.306	14	523.7186	421.1294	0.6882318	0.3794893	758.6786	3.954272	0	576.9844	369.3583	0.462626	0.3897091	751.4664	3.508607	0		550	395						1970.34med_resized.jpg	0	1000	659	140	182				0	Content		410	213	306946	3850806514	
327	11:22:00.327	00:00:00.326	15	520.1056	475.9866	0.6881589	0.378554	758.6786	3.839845	0	604.6138	373.0009	0.4625683	0.3887482	751.4664	3.536095	0		562	424						1970.34med_resized.jpg	0	1000	659	140	182				0	Content		422	242	326944	3850826512	
347	11:22:00.347	00:00:00.346	16	534.6486	411.7758	0.6885797	0.3781503	758.6786	3.988996	0	577.3321	354.1138	0.4627174	0.3881167	751.4664	3.522816	0		556	383						1970.34med_resized.jpg	0	1000	659	140	182				0	Content		416	201	346816	3850846384	
367	11:22:00.367	00:00:00.366	17	541.0171	397.7602	0.68911	0.3775641	758.6786	3.868322	0	593.6746	375.4599	0.4630949	0.387698	751.4664	3.537049	0		567	387						1970.34med_resized.jpg	0	1000	659	140	182				0	Content		427	205	366825	3850866393	
387	11:22:00.387	00:00:00.386	18	546.1561	418.026	0.689697	0.3774947	753.0732	3.899104	0	581.0797	374.4827	0.4635518	0.3876082	748.986	3.521518	0		564	396						1970.34med_resized.jpg	0	1000	659	140	182				0	Content		424	214	386694	3850886262	
407	11:22:00.407	00:00:00.406	19	-1280	-1024	0.4638631	0.3878551	-1	-1	4	576.4471	389.5301	0.4638631	0.3878551	748.986	3.501596	0		576	390						1970.34med_resized.jpg	0	1000	659	140	182				0	Content		436	208	406696	3850906264	
427	11:22:00.427	00:00:00.426	20	566.5519	436.2397	0.6905614	0.3783293	753.0732	3.652695	0	586.9514	403.3994	0.4641346	0.3881751	748.986	3.428305	0		577	420						1970.34med_resized.jpg	0	1000	659	140	182				0	Content		437	238	426564	3850926132	
