System Properties:
Operating System:	 Microsoft Windows NT 5.1.2600 Service Pack 2
System User Name:	 hcw
Machine Name:	 RPC354

Data properties:

Recording name:	 Rec 06
Recording date:	 01/04/2009
Recording time:	 11:39:19
Recording resolution:	 1280 x 1024

Export date:	 24/10/2012
Export time:	 12:01:45

Participant:	 P3
Filter settings:

Eye: Average
Validity: Normal
Fixation filter: ClearView fixation filter
Fixation radius: 100
Min duration: 200

Timestamp	DateTimeStamp	DateTimeStampStartOffset	Number	GazePointXLeft	GazePointYLeft	CamXLeft	CamYLeft	DistanceLeft	PupilLeft	ValidityLeft	GazePointXRight	GazePointYRight	CamXRight	CamYRight	DistanceRight	PupilRight	ValidityRight	FixationIndex	GazePointX	GazePointY	Event	EventKey	Data1	Data2	Descriptor	StimuliName	StimuliID	MediaWidth	MediaHeight	MediaPosX	MediaPosY	MappedFixationPointX	MappedFixationPointY	FixationDuration	AoiIds	AoiNames	WebGroupImage	MappedGazeDataPointX	MappedGazeDataPointY	MicroSecondTimestamp	AbsoluteMicroSecondTimestamp	
0																					ImageStart	8	0	0	1934.394med_resized.jpg																	
37	11:39:19.037	00:00:00.037	0	607.4191	515.6378	0.6134334	0.4701082	712.8485	3.007991	0	616.2612	450.8844	0.3563375	0.4729028	731.3206	3.156474	0	0	612	483						1934.394med_resized.jpg	0	1000	673	140	175	525	246	1695	0	Content		472	308	37461	4889176732	
57	11:39:19.057	00:00:00.057	1	606.2184	529.6356	0.6134419	0.4709543	713.518	3.092182	0	611.7696	434.1426	0.3563371	0.4740366	731.3206	3.120436	0	0	609	482						1934.394med_resized.jpg	0	1000	673	140	175	525	246	1695	0	Content		469	307	57451	4889196722	
77	11:39:19.077	00:00:00.077	2	601.2134	502.4506	0.6133823	0.4718472	713.519	2.988362	0	623.4476	432.7872	0.3562754	0.4750274	731.3206	3.162769	0	0	612	468						1934.394med_resized.jpg	0	1000	673	140	175	525	246	1695	0	Content		472	293	77329	4889216600	
97	11:39:19.097	00:00:00.097	3	607.8271	474.6855	0.6132924	0.4724788	712.6669	3.01644	0	617.9633	450.1707	0.3561643	0.4755178	731.3206	3.154257	0	0	613	462						1934.394med_resized.jpg	0	1000	673	140	175	525	246	1695	0	Content		473	287	97323	4889236594	
117	11:39:19.117	00:00:00.117	4	605.8299	470.4425	0.6131727	0.4724483	713.33	3.034707	0	620.2219	448.6723	0.3560445	0.4754873	727.4614	3.130382	0	0	613	460						1934.394med_resized.jpg	0	1000	673	140	175	525	246	1695	0	Content		473	285	117241	4889256512	
137	11:39:19.137	00:00:00.137	5	588.2272	484.2763	0.6131288	0.4715659	714.6174	3.016003	0	595.6185	471.4885	0.3560006	0.4747096	727.4614	3.143013	0	0	592	478						1934.394med_resized.jpg	0	1000	673	140	175	525	246	1695	0	Content		452	303	137084	4889276355	
157	11:39:19.157	00:00:00.157	6	594.9784	457.5052	0.6129973	0.4704176	718.4285	3.064082	0	598.6495	478.8948	0.3558516	0.4736135	727.4614	3.133317	0	0	597	468						1934.394med_resized.jpg	0	1000	673	140	175	525	246	1695	0	Content		457	293	157080	4889296351	
177	11:39:19.177	00:00:00.176	7	584.754	485.2993	0.6129883	0.4691724	718.1207	3.027036	0	598.9178	485.6597	0.3558499	0.4724954	727.4614	3.14976	0	0	592	485						1934.394med_resized.jpg	0	1000	673	140	175	525	246	1695	0	Content		452	310	176958	4889316229	
197	11:39:19.197	00:00:00.196	8	594.1846	489.8284	0.6131157	0.4682971	719.4117	3.063164	0	602.8324	491.7397	0.3559475	0.4715714	727.4614	3.118325	0	0	599	491						1934.394med_resized.jpg	0	1000	673	140	175	525	246	1695	0	Content		459	316	196957	4889336228	
217	11:39:19.217	00:00:00.216	9	589.8623	484.5681	0.6131561	0.4678235	721.1938	3.056941	0	604.077	490.6809	0.3559879	0.4710978	731.2985	3.170809	0	0	597	488						1934.394med_resized.jpg	0	1000	673	140	175	525	246	1695	0	Content		457	313	216952	4889356223	
