System Properties:
Operating System:	 Microsoft Windows NT 5.1.2600 Service Pack 2
System User Name:	 hcw
Machine Name:	 RPC354

Data properties:

Recording name:	 Rec 07
Recording date:	 01/04/2009
Recording time:	 12:06:28
Recording resolution:	 1280 x 1024

Export date:	 24/10/2012
Export time:	 12:01:45

Participant:	 P4
Filter settings:

Eye: Average
Validity: Normal
Fixation filter: ClearView fixation filter
Fixation radius: 100
Min duration: 200

Timestamp	DateTimeStamp	DateTimeStampStartOffset	Number	GazePointXLeft	GazePointYLeft	CamXLeft	CamYLeft	DistanceLeft	PupilLeft	ValidityLeft	GazePointXRight	GazePointYRight	CamXRight	CamYRight	DistanceRight	PupilRight	ValidityRight	FixationIndex	GazePointX	GazePointY	Event	EventKey	Data1	Data2	Descriptor	StimuliName	StimuliID	MediaWidth	MediaHeight	MediaPosX	MediaPosY	MappedFixationPointX	MappedFixationPointY	FixationDuration	AoiIds	AoiNames	WebGroupImage	MappedGazeDataPointX	MappedGazeDataPointY	MicroSecondTimestamp	AbsoluteMicroSecondTimestamp	
0																					ImageStart	8	0	0	1917.170med_resized.jpg																	
28	12:06:28.028	00:00:00.027	0	596.8722	496.6449	0.6619076	0.31474	601.827	3.377199	0	607.2158	524.0798	0.3921393	0.3102198	597.4691	3.423145	0	0	602	510						1917.170med_resized.jpg	0	1000	725	140	149	441	336	598	0	Content		462	361	27932	6517776653	
48	12:06:28.048	00:00:00.047	1	594.3123	503.5176	0.6620074	0.3155611	602.2894	3.359824	0	607.7845	522.4954	0.3922331	0.3109949	596.6147	3.429396	0	0	601	513						1917.170med_resized.jpg	0	1000	725	140	149	441	336	598	0	Content		461	364	47808	6517796529	
68	12:06:28.068	00:00:00.067	2	596.525	501.2146	0.6621758	0.3159831	602.2894	3.387427	0	608.911	517.7625	0.3923118	0.3115216	596.6147	3.38885	0	0	603	509						1917.170med_resized.jpg	0	1000	725	140	149	441	336	598	0	Content		463	360	67808	6517816529	
88	12:06:28.088	00:00:00.087	3	587.5116	503.059	0.6622154	0.3163694	602.2894	3.372871	0	605.7072	513.8134	0.3924182	0.3118676	596.6147	3.347641	0	0	597	508						1917.170med_resized.jpg	0	1000	725	140	149	441	336	598	0	Content		457	359	87712	6517836433	
108	12:06:28.108	00:00:00.107	4	594.6354	503.7597	0.6622933	0.3163871	602.2894	3.365939	0	608.0935	530.2675	0.3925406	0.3118708	596.6147	3.429672	0	0	601	517						1917.170med_resized.jpg	0	1000	725	140	149	441	336	598	0	Content		461	368	107692	6517856413	
128	12:06:28.128	00:00:00.127	5	530.3723	432.9407	0.6624722	0.3156977	602.2894	3.337818	0	551.682	473.2166	0.3930343	0.3111615	596.6147	3.419772	0	0	541	453						1917.170med_resized.jpg	0	1000	725	140	149	441	336	598	0	Content		401	304	127563	6517876284	
147	12:06:28.147	00:00:00.147	6	521.546	423.6653	0.6623443	0.3153271	604.3547	3.335783	0	545.2726	469.3981	0.3930382	0.3107307	597.5683	3.415182	0	0	533	447						1917.170med_resized.jpg	0	1000	725	140	149	441	336	598	0	Content		393	298	147432	6517896153	
167	12:06:28.167	00:00:00.167	7	543.827	427.5656	0.662291	0.3149267	604.3547	3.437677	0	568.46	463.1349	0.3928478	0.310322	597.5683	3.461493	0	0	556	445						1917.170med_resized.jpg	0	1000	725	140	149	441	336	598	0	Content		416	296	167437	6517916158	
187	12:06:28.187	00:00:00.187	8	545.95	431.9046	0.6620824	0.3145253	604.3547	3.419596	0	573.5734	456.9541	0.3925623	0.3100011	597.5683	3.487335	0	0	560	444						1917.170med_resized.jpg	0	1000	725	140	149	441	336	598	0	Content		420	295	187431	6517936152	
207	12:06:28.207	00:00:00.207	9	545.9988	440.9615	0.6618444	0.3142796	604.3547	3.4036	0	568.8857	459.5387	0.392303	0.3097543	597.5683	3.444549	0	0	557	450						1917.170med_resized.jpg	0	1000	725	140	149	441	336	598	0	Content		417	301	207316	6517956037	
227	12:06:28.227	00:00:00.227	10	545.9525	434.9736	0.6617488	0.3141706	604.3547	3.404971	0	580.9347	458.4447	0.3921812	0.309773	597.5683	3.49586	0	0	563	447						1917.170med_resized.jpg	0	1000	725	140	149	441	336	598	0	Content		423	298	227305	6517976026	
247	12:06:28.247	00:00:00.247	11	545.9045	439.7229	0.6616759	0.3145338	604.0544	3.404693	0	581.8441	459.5242	0.3921237	0.3099394	597.6852	3.485104	0	0	564	450						1917.170med_resized.jpg	0	1000	725	140	149	441	336	598	0	Content		424	301	247184	6517995905	
267	12:06:28.267	00:00:00.267	12	548.7411	432.7683	0.6616603	0.3146923	604.0544	3.489735	0	572.5652	447.5212	0.3920945	0.3100996	597.6852	3.641643	0	0	561	440						1917.170med_resized.jpg	0	1000	725	140	149	441	336	598	0	Content		421	291	267183	6518015904	
287	12:06:28.287	00:00:00.287	13	548.6547	439.9836	0.6616488	0.3148361	604.0544	3.466658	0	574.6234	460.6223	0.3920579	0.3102998	597.6852	3.552986	0	0	562	450						1917.170med_resized.jpg	0	1000	725	140	149	441	336	598	0	Content		422	301	287058	6518035779	
307	12:06:28.307	00:00:00.307	14	540.4545	441.8444	0.6616297	0.3149564	604.0544	3.487949	0	567.6616	464.7024	0.3919506	0.3106613	597.6852	3.531137	0	0	554	453						1917.170med_resized.jpg	0	1000	725	140	149	441	336	598	0	Content		414	304	307052	6518055773	
327	12:06:28.327	00:00:00.326	15	545.454	450.7838	0.6615835	0.3150915	604.0544	3.534001	0	573.9658	466.7499	0.391875	0.3110185	597.6852	3.687148	0	0	560	459						1917.170med_resized.jpg	0	1000	725	140	149	441	336	598	0	Content		420	310	326929	6518075650	
